,,,,,,,result,reason,,Row Labels,Count of result
simian,18232672_0.java,42,63,apache-log4j-1.2.16/apache-log4j-1.2.16/src/main/java/org/apache/log4j/net/SMTPAppender.java,207,228,QS,25164,,,
scc,2265637_0.java,22,42,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/annotations/derivedidentities/bidirectional/Product.java,37,56,BP,25177,,,
simian,21734562_0.java,24,48,jboss-5/jboss-5.1.0.GA-src/tomcat/src/main/org/jboss/web/tomcat/security/jaspi/modules/HTTPBasicServerAuthModule.java,63,87,EX,25236,,,
simian,10289462_0.java,4,23,eclipse_SDK/eclipse_SDK-4.3/src/src/org/apache/jasper/runtime/JspRuntimeLibrary.java,260,279,EX,25260,,,
scc,10055548_0.java,52,79,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/jpa/ql/DestinationEntity.java,47,73,BP,25273,,,
scc,25044969_0.java,31,51,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/annotations/cascade/multicircle/jpa/sequence/AbstractEntity.java,42,61,BP,25296,,,
scc,5961624_0.java,13,33,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jdt/internal/compiler/apt/dispatch/HookedJavaFileObject.java,133,152,BP,25385,,,
simian,13311280_0.java,76,86,netbeans-6.9.1-201007282301/form/test/qa-functional/data/SampleDesktopApplication/src/sampledesktopapplication/SampleDesktopView.java,80,90,BP,25386,,,
scc,1204658_0.java,108,124,netbeans-6.9.1-201007282301/ruby/src/org/netbeans/modules/ruby/Arity.java,180,195,BP,25430,,,
scc,15949509_0.java,35,47,netbeans-6.9.1-201007282301/mobility.project/src/org/netbeans/modules/mobility/project/ui/customizer/CustomizerJad.java,507,518,AC,25451,,,
scc,22287367_0.java,12,25,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jdt/internal/compiler/apt/model/NameImpl.java,40,52,BP,25461,,,
scc,22124868_0.java,1,28,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/e4/core/internal/contexts/ContextObjectSupplier.java,89,115,BP,25486,,,
scc,12008316_0.java,11,31,wct-package-v1.5.2/WCTCore/src-app/org/webcurator/domain/model/auth/Agency.java,85,104,BP,25549,,,
scc,25044969_0.java,31,51,rssowl-2.0.5/org.rssowl.ui/src/org/rssowl/ui/internal/dialogs/properties/EntityPropertyPageWrapper.java,82,101,BP,25637,,,
simian,18209411_3.java,8,20,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-envers/src/test/java/org/hibernate/envers/test/integration/accesstype/Country.java,34,46,BP,25688,,,
scc,25505852_2.java,1,28,Vuze_4812_source/org/gudy/azureus2/core3/util/BEncoder.java,477,507,EX,25760,,,
simian,14636363_1.java,64,80,apache-roller-4.0.1/apache-roller-src-4.0.1/apps/weblogger/src/java/org/apache/roller/weblogger/pojos/StaticThemeTemplate.java,25,41,BP,25770,,,
scc,13066157_0.java,14,41,geotools-2/geotools-2.7-M3/modules/unsupported/geometry/src/main/java/org/geotools/geometry/iso/coordinate/PolygonImpl.java,51,77,BP,25787,,,
scc,15850476_0.java,13,40,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-envers/src/test/java/org/hibernate/envers/test/integration/accesstype/Country.java,38,64,BP,25871,,,
scc,4207100_3.java,26,46,lucene-4.3.0/lucene-4.3.0/suggest/src/java/org/apache/lucene/search/spell/DirectSpellChecker.java,249,268,BP,25899,,,
scc,12008316_0.java,11,31,lucene-4.3.0/lucene-4.3.0/suggest/src/java/org/apache/lucene/search/spell/DirectSpellChecker.java,249,268,BP,25906,,,
scc,25044969_0.java,31,51,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/internal/quickaccess/WizardElement.java,41,60,BP,25940,,,
scc,12008316_0.java,11,31,wct-package-v1.5.2/WCTCore/src-app/org/webcurator/domain/model/auth/User.java,181,200,BP,26012,,,
simian,18201985_0.java,1,26,poi-3.6-20091214/poi-3.6/src/examples/src/org/apache/poi/ss/examples/CalendarDemo.java,11,36,QS,26036,,,
ok,8802082_2.java,1,20,junit-4/org/junit/internal/runners/statements/ExpectException.java,12,31,QS,26086,,,
scc,4207100_3.java,26,46,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jface/viewers/ViewerRow.java,65,84,BP,26106,,,
scc,4207100_3.java,26,46,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/internal/tweaklets/Tweaklets.java,24,43,BP,26109,,,
simian,14636363_1.java,64,80,apache-roller-4.0.1/apache-roller-src-4.0.1/apps/weblogger/src/java/org/apache/roller/weblogger/business/themes/SharedTheme.java,27,43,BP,26143,,,
scc,22124868_0.java,1,28,eclipse_SDK/eclipse_SDK-4.3/src/src/org/apache/lucene/index/Term.java,27,53,BP,26200,,,
scc,5764008_1.java,140,159,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/internal/quickaccess/EditorElement.java,45,64,BP,26234,,,
scc,13435398_0.java,94,114,geotools-2/geotools-2.7-M3/modules/unsupported/jts-wrapper/src/main/java/org/geotools/geometry/jts/spatialschema/geometry/primitive/PointImpl.java,104,123,BP,26239,,,
ok,12936580_0.java,63,197,jfreechart-1/jfreechart-1.0.13/source/org/jfree/chart/renderer/xy/AbstractXYItemRenderer.java,596,731,QS,26251,,,
scc,17941176_0.java,72,99,geotools-2/geotools-2.7-M3/modules/unsupported/geometry/src/main/java/org/geotools/geometry/iso/primitive/CurveBoundaryImpl.java,62,88,BP,26252,,,
scc,15576413_0.java,47,59,jhotdraw-7.5.1/jhotdraw_7.5.1/Source/jhotdraw7/src/main/java/org/jhotdraw/samples/color/JMixer.java,148,159,BP,26255,,,
scc,12835370_0.java,1,12,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,501,515,UD,26313,,,
simian,24453994_0.java,8,17,iText-src-5/src/core/com/itextpdf/text/pdf/BarcodeEAN.java,18,27,BP,26348,,,
scc,10308733_1.java,1,20,lucene-4.3.0/lucene-4.3.0/core/src/java/org/apache/lucene/store/FlushInfo.java,19,37,BP,26436,,,
scc,10042010_0.java,30,41,jung2-2_0_1/jung-algorithms-2.0.1/edu/uci/ics/jung/algorithms/layout/TreeLayout.java,85,96,QS,26463,,,
scc,13435398_0.java,94,114,geotools-2/geotools-2.7-M3/modules/unsupported/coverage-experiment/coverage-api/src/main/java/org/geotools/coverage/io/impl/range/EnumMeasure.java,38,57,BP,26547,,,
scc,8199584_0.java,68,91,netbeans-6.9.1-201007282301/openide.awt/src/org/openide/awt/EqualFlowLayout.java,29,50,EX,26686,,,
scc,20296220_0.java,1,10,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,32,41,EX,26708,,,
scc,5764008_1.java,140,159,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/annotations/cascade/multicircle/jpa/sequence/AbstractEntity.java,42,61,BP,26819,,,
simian,24330611_0.java,165,177,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/VertexLabelAsShapeDemo.java,75,87,QS,26893,,,
simian,19856538_0.java,22,31,netbeans-6.9.1-201007282301/properties/src/org/netbeans/modules/properties/UtilConvert.java,59,68,EX,26958,,,
scc,20957626_0.java,1,15,eclipse_SDK/eclipse_SDK-4.3/src/src/org/apache/lucene/search/FieldValueHitQueue.java,53,64,EX,26987,,,
ok,25150803_0.java,35,50,netbeans-6.9.1-201007282301/spellchecker/src/org/netbeans/modules/spellchecker/options/CheckBoxRenderrer.java,22,37,UD,27012,,,
scc,16688737_0.java,20,40,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/internal/tweaklets/Tweaklets.java,24,43,BP,27022,,,
scc,2265637_0.java,22,42,geotools-2/geotools-2.7-M3/modules/extension/wms/src/main/java/org/geotools/data/ows/StyleImpl.java,73,92,BP,27041,,,
scc,21581988_0.java,124,140,lucene-4.3.0/lucene-4.3.0/join/src/java/org/apache/lucene/search/join/TermsQuery.java,34,49,BP,27098,,,
simian,1201102_0.java,1,17,Compiere_330_Source/release_330/base/src/org/compiere/process/RegisterSystem.java,69,85,UD,27135,,,
simian,6082389_0.java,14,26,geotools-2/geotools-2.7-M3/modules/library/main/src/main/java/org/geotools/styling/ExtentImpl.java,6,18,AC,27151,,,
simian,24330611_0.java,166,177,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/AnnotationsDemo.java,90,101,QS,27174,,,
scc,13435398_0.java,94,114,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/event/collection/detached/MultipleCollectionRefEntity2.java,62,81,BP,27244,,,
ok,92962_0.java,22,61,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/LensDemo.java,278,317,EX,27302,,,
simian,3046986_1.java,7,20,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-entitymanager/src/test/java/org/hibernate/ejb/test/cacheable/annotation/ExplicitlyCacheableEntity.java,8,21,AC,27333,,,
scc,22287367_0.java,12,25,eclipse_SDK/eclipse_SDK-4.3/src/src/org/apache/lucene/search/spans/SpanMultiTermQueryWrapper.java,86,98,BP,27382,,,
simian,21777900_0.java,1,12,hibernate-release-4/hibernate-release-4.2.2.Final/project/documentation/src/main/docbook/devguide/en-US/extras/flush_and_clear_session.java,1,12,QS,27425,,,
simian,13824658_2.java,79,88,netbeans-6.9.1-201007282301/form/test/unit/src/org/netbeans/modules/form/layoutdesign/ALT_Bug124689.java,56,66,BP,27432,,,
simian,8409971_0.java,65,86,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/org/apache/coyote/http11/filters/GzipOutputFilter.java,47,68,QS,27588,,,
scc,25044969_0.java,31,51,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/annotations/cascade/multicircle/nonjpa/sequence/AbstractEntity.java,42,61,BP,27643,,,
scc,2265637_0.java,22,42,rssowl-2.0.5/org.rssowl.ui/src/org/rssowl/ui/internal/notifier/SearchNotificationItem.java,83,102,BP,27691,,,
scc,23415361_1.java,10,23,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jdt/internal/corext/dom/fragments/SimpleFragment.java,51,63,BP,27729,,,
scc,22287367_0.java,12,25,lucene-4.3.0/lucene-4.3.0/core/src/java/org/apache/lucene/search/spans/SpanMultiTermQueryWrapper.java,137,149,BP,27735,,,
simian,10055548_0.java,36,48,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/annotations/derivedidentities/bidirectional/Product.java,21,33,BP,27772,,,
ok,13524878_0.java,1,16,netbeans-6.9.1-201007282301/java.source/test/unit/data/jdk/JTable.java,1469,1484,QS,27841,,,
simian,12427981_1.java,17,32,c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/common/util/LoggingOutputStream.java,36,51,EX,27884,,,
scc,2265637_0.java,22,42,geotools-2/geotools-2.7-M3/modules/unsupported/geometry/src/main/java/org/geotools/geometry/iso/complex/CompositeCurveImpl.java,173,192,BP,27989,,,
scc,24330611_0.java,77,100,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/pagination/Entry.java,39,58,BP,28017,,,
scc,5764008_1.java,140,159,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/internal/views/markers/MarkersViewColumnsDialog.java,163,182,BP,28115,,,
scc,6931385_0.java,9,22,netbeans-6.9.1-201007282301/cnd.api.remote/src/org/netbeans/modules/cnd/api/remote/RemoteFile.java,123,135,BP,28125,,,
scc,10055548_0.java,52,79,myfaces-core-2.0.2/myfaces-core-2.0.2-src/src/myfaces-impl-2.0.2/org/apache/myfaces/view/facelets/DefaultFaceletsStateManagementHelper.java,343,369,BP,28193,,,
scc,10194435_0.java,33,60,geotools-2/geotools-2.7-M3/modules/library/main/src/main/java/org/geotools/styling/DescriptionImpl.java,53,79,BP,28212,,,
simian,18614607_0.java,29,39,jasperreports-3/jasperreports-3.7.4/src/net/sf/jasperreports/j2ee/servlets/XmlServlet.java,100,109,BP,28263,,,
simian,6082389_0.java,14,26,apache-ant-1.8.4/src/main/org/apache/tools/ant/taskdefs/optional/XMLValidateTask.java,380,392,AC,28269,,,
scc,5961624_0.java,13,33,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/annotations/cascade/multicircle/nonjpa/sequence/AbstractEntity.java,42,61,BP,28413,,,
scc,10055548_0.java,52,79,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/collectionalias/TableB.java,39,65,BP,28484,,,
scc,5961624_0.java,13,33,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/internal/tweaklets/Tweaklets.java,24,43,BP,28545,,,
scc,13066157_0.java,14,41,geotools-2/geotools-2.7-M3/modules/library/main/src/main/java/org/geotools/styling/LineSymbolizerImpl.java,69,95,BP,28567,,,
scc,9684751_0.java,10,37,geotools-2/geotools-2.7-M3/modules/unsupported/geometry/src/main/java/org/geotools/geometry/iso/primitive/CurveBoundaryImpl.java,62,88,BP,28580,,,
scc,12008316_0.java,11,31,rssowl-2.0.5/org.rssowl.ui/src/org/rssowl/ui/internal/notifier/NewsNotificationItem.java,173,192,BP,28604,,,
scc,909376_0.java,1,21,netbeans-6.9.1-201007282301/css.visual/src/org/netbeans/modules/css/Utilities.java,33,51,BP,28608,,,
scc,16688737_0.java,20,40,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/internal/quickaccess/CommandElement.java,96,115,BP,28662,,,
simian,14582029_0.java,1,12,hibernate-release-4/hibernate-release-4.2.2.Final/project/documentation/src/main/docbook/devguide/en-US/extras/flush_and_clear_session.java,1,12,QS,28707,,,
scc,16688737_0.java,20,40,hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/net/SocksSocketFactory.java,60,79,BP,28709,,,
scc,11319346_0.java,37,47,netbeans-6.9.1-201007282301/openide.text/src/org/openide/text/QuietEditorPane.java,71,80,BP,28770,,,
scc,10055548_0.java,52,79,lucene-4.3.0/lucene-4.3.0/core/src/java/org/apache/lucene/index/Term.java,41,67,BP,28839,,,
ok,21702608_0.java,1,36,hadoop-1/hadoop-1.0.0/src/examples/org/apache/hadoop/examples/DBCountPageView.java,275,306,QS,28846,,,
scc,5961624_0.java,13,33,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/annotations/cascade/circle/sequence/AbstractEntity.java,42,61,BP,28855,,,
simian,23568650_0.java,5,18,FitLibrary20100806/fitnesse/lib/src/fitlibrarySrc/fitlibrary/specify/eg/FixedPoint.java,7,20,AC,28921,,,
simian,19856538_0.java,22,31,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/pde/internal/core/util/PropertiesUtil.java,65,74,EX,28935,,,
simian,9291241_1.java,1,11,eclipse_SDK/eclipse_SDK-4.3/src/src/libsrc/org/apache/tools/ant/taskdefs/Mkdir.java,19,29,EX,28994,,,
simian,18013191_1.java,2,14,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/annotations/query/Identity.java,4,16,AC,29020,,,
simian,20755453_0.java,5,17,spring-framework-3.0.5/spring-framework-3.0.5.RELEASE/projects/org.springframework.context/src/test/java/org/springframework/context/annotation/AnnotationConfigApplicationContextTests.java,197,209,BP,29043,,,
simian,24330611_0.java,165,177,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/WorldMapGraphDemo.java,133,145,QS,29059,,,
scc,22448174_0.java,1,13,eclipse_SDK/eclipse_SDK-4.3/src/src/org/apache/lucene/search/spans/SpanMultiTermQueryWrapper.java,86,98,BP,29069,,,
scc,5961624_0.java,13,33,eclipse_SDK/eclipse_SDK-4.3/src/src/org/apache/lucene/search/WildcardQuery.java,52,71,BP,29088,,,
simian,19856538_0.java,22,31,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/pde/internal/ui/nls/StringHelper.java,91,100,EX,29103,,,
scc,13435398_0.java,94,114,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/internal/quickaccess/PreferenceElement.java,51,70,BP,29203,,,
scc,8199584_0.java,44,67,netbeans-6.9.1-201007282301/openide.awt/src/org/openide/awt/EqualFlowLayout.java,51,71,EX,29204,,,
scc,13435398_0.java,94,114,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/internal/tweaklets/Tweaklets.java,24,43,BP,29205,,,
scc,8199584_0.java,44,67,netbeans-6.9.1-201007282301/lib.profiler.ui/src/org/netbeans/lib/profiler/ui/components/EqualFlowLayout.java,48,68,EX,29219,,,
scc,16688737_0.java,20,40,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/e4/core/internal/di/MethodRequestor.java,97,116,BP,29224,,,
simian,19856538_0.java,22,31,jext-sources-5/jext-src-5.0/src/lib/com/microstar/xml/XmlParser.java,801,810,AC,29225,,,
scc,10194435_0.java,33,60,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/internal/views/markers/MarkerCategory.java,99,125,BP,29228,,,
scc,24647708_1.java,1,11,netbeans-6.9.1-201007282301/dlight.nativeexecution/test/unit/src/org/netbeans/modules/nativeexecution/test/NativeExecutionBaseTestCase.java,192,202,BP,29373,,,
scc,12008316_0.java,11,31,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/e4/core/internal/di/ClassRequestor.java,52,71,BP,29378,,,
scc,9684751_0.java,10,37,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/unionsubclass/alias/PersonID.java,18,44,BP,29432,,,
simian,19856538_0.java,22,31,jasperreports-3/jasperreports-3.7.4/src/net/sf/jasperreports/olap/mapping/MappingLexer.java,341,350,AC,29481,,,
scc,12008316_0.java,11,31,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/annotations/cascade/multicircle/jpa/identity/AbstractEntity.java,40,59,BP,29507,,,
scc,17941176_0.java,72,99,eclipse_SDK/eclipse_SDK-4.3/src/src/org/apache/lucene/index/Term.java,27,53,BP,29515,,,
scc,8758512_0.java,1,12,jfreechart-1/jfreechart-1.0.13/source/org/jfree/data/time/RegularTimePeriod.java,9,20,UD,29533,,,
simian,19856538_0.java,22,31,jparse/jparse-0.96/jparse/JavaLexer.java,1569,1578,AC,29560,,,
scc,16860613_0.java,118,165,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jface/viewers/StyledString.java,118,165,QS,29571,,,
scc,5961624_0.java,13,33,myfaces-core-2.0.2/myfaces-core-2.0.2-src/src/myfaces-impl-2.0.2/org/apache/myfaces/util/AbstractAttributeMap.java,244,263,BP,29583,,,
simian,20590064_1.java,7,20,myfaces-core-2.0.2/myfaces-core-2.0.2-src/src/myfaces-core-project-2.0.2/myfaces-core-project-2.0.2/api/src/test/java/javax/faces/component/_SharedRendererUtilsTest.java,17,30,BP,29633,,,
scc,11329025_0.java,129,138,netbeans-6.9.1-201007282301/websvc.manager/src/org/netbeans/modules/websvc/manager/ui/TypeRowModel.java,10,19,AC,29790,,,
simian,4207100_2.java,14,30,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/annotations/derivedidentities/bidirectional/Order.java,45,61,BP,29839,,,
scc,10055548_0.java,52,79,geotools-2/geotools-2.7-M3/modules/unsupported/geometry/src/main/java/org/geotools/geometry/iso/primitive/CurveBoundaryImpl.java,62,88,BP,29880,,,
scc,10055548_0.java,52,79,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/e4/core/internal/contexts/TrackableComputationExt.java,26,52,BP,29934,,,
scc,7245678_0.java,1,11,lucene-4.3.0/lucene-4.3.0/grouping/src/test/org/apache/lucene/search/grouping/GroupFacetCollectorTest.java,439,449,BP,29947,,,
scc,24013939_0.java,1,12,heritrix-1/heritrix-1.14.4/src/java/org/archive/util/FileUtils.java,223,234,BP,29963,,,
scc,7727999_0.java,59,89,jhotdraw-7.5.1/jhotdraw_7.5.1/Source/jhotdraw7/src/main/java/org/jhotdraw/gui/VerticalGridLayout.java,102,128,EX,29986,,,
scc,3987965_0.java,1,13,jedit4/jEdit/org/gjt/sp/jedit/io/FileVFS.java,82,94,BP,30006,,,
scc,7383524_0.java,17,26,netbeans-6.9.1-201007282301/spi.actions/src/org/netbeans/spi/actions/MergeAction.java,229,240,BP,30016,,,
simian,3275733_0.java,1,12,hibernate-release-4/hibernate-release-4.2.2.Final/project/documentation/src/main/docbook/devguide/en-US/extras/flush_and_clear_session.java,1,12,QS,30051,,,
scc,11259671_0.java,186,195,c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/console/gui/model/OperationModel.java,46,55,AC,30281,,,
scc,20453802_0.java,45,68,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/e4/core/internal/contexts/ContextChangeEvent.java,46,68,BP,30327,,,
simian,24330611_0.java,166,177,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/GraphZoomScrollPaneDemo.java,119,130,QS,30352,,,
scc,13066157_0.java,14,41,rssowl-2.0.5/org.rssowl.ui/src/org/rssowl/ui/internal/dialogs/preferences/CredentialsPreferencesPage.java,110,136,BP,30361,,,
scc,25044969_0.java,31,51,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/pagination/Entry.java,39,58,BP,30439,,,
scc,17920930_0.java,19,35,lucene-4.3.0/lucene-4.3.0/join/src/java/org/apache/lucene/search/join/TermsQuery.java,34,49,BP,30524,,,
scc,4207100_3.java,26,46,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-entitymanager/src/test/java/org/hibernate/ejb/test/cascade/multicircle/AbstractEntity.java,39,58,BP,30570,,,
simian,10396359_0.java,21,33,apache-roller-4.0.1/apache-roller-src-4.0.1/tomcat/work/Catalina/localhost/roller/org/apache/jsp/WEB_002dINF/jsps/tiles/head_002dajax_jsp.java,121,133,BP,30603,,,
ok,15260207_0.java,145,155,freemind-src-0/freemind/accessories/plugins/dialogs/ArrayListTransferHandler.java,90,100,EX,30634,,,
scc,12023209_0.java,117,129,commons-collections-3/commons-collections-3.2.1-src/src/java/org/apache/commons/collections/CursorableLinkedList.java,239,249,IN,30650,,,
simian,19856538_0.java,22,31,netbeans-6.9.1-201007282301/cnd.lexer/src/org/netbeans/modules/cnd/lexer/CndLexer.java,271,280,AC,30708,,,
